,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19770602,-0.43,0.01,-0.11,-0.39,-0.18,-0.07,0.21,0.01,0.35,0.02
19770603,1.14,1.29,1.01,1.02,0.68,0.47,0.59,0.7,0.97,0.89
19770606,-0.78,-0.54,-0.3,-0.39,-0.54,-0.31,-0.05,-0.18,-0.34,-0.23
19770607,1.1,0.41,0.61,0.51,0.61,0.2,-0.04,0.34,0.18,0.26
19770608,0.6,0.87,0.31,0.64,0.41,0.37,0.3,0.73,0.59,0.64
19770609,-0.15,-0.08,-0.18,0.11,-0.01,0.06,0.03,0.09,0.01,0.31
19770610,0.27,0.3,0.16,0.3,0.52,0.31,0.02,0.29,0.7,0.63
19770613,0.54,-0.11,0.5,0.74,0.51,0.3,0.08,0.1,0.2,0.39
19770614,1.56,1.14,1.22,0.95,1.02,0.83,0.72,0.8,0.84,0.42
19770615,-0.54,-0.14,-0.17,-0.37,-0.14,-0.18,0.17,-0.02,-0.04,-0.29
19770616,0.4,0.42,-0.02,0.52,0.4,0.3,0.19,0.29,0.34,0.59
19770617,0.5,0.29,0.04,-0.14,0.17,0.19,0.07,0.32,0.14,0.52
19770620,0.76,0.5,0.56,0.3,0.54,0.06,0.38,0.22,0.53,0.6
19770621,-0.02,0.48,0.37,0.62,0.36,0.15,0.36,0.2,0.3,0.38
19770622,-0.51,-0.38,-0.14,-0.15,-0.18,-0.12,0.03,-0.14,-0.01,0.15
19770623,0.27,-0.09,0.25,0.1,0.64,0.06,0.11,0.32,0.32,0.91
19770624,0.75,0.4,0.8,0.54,0.6,0.62,0.31,0.4,0.5,0.64
19770627,-0.33,-0.3,-0.04,0.03,-0.29,0.33,0.12,-0.18,0.05,0.04
19770628,-1.44,-0.7,-0.98,-0.58,-0.65,-0.61,-0.34,-0.47,-0.33,-0.39
19770629,0.15,-0.37,-0.05,-0.08,-0.15,-0.09,0,0.07,-0.09,-0.01
19770630,0.54,0.47,0.14,0.41,0.73,0.16,0.03,0.33,0.51,0.46
19770701,-0.49,-0.47,-0.36,-0.28,-0.12,-0.21,-0.15,0.06,-0.04,0.07
19770705,0.01,-0.04,0.02,-0.14,0.09,0.58,-0.2,0.08,0.11,0.1
19770706,-0.97,-0.36,-0.53,-0.43,-0.41,-0.34,-0.26,-0.15,-0.08,-0.59
19770707,0.28,0.15,0.52,0.42,0.29,0.34,0.41,0.05,0.23,0.56
19770708,-0.22,-0.17,-0.18,-0.05,0.2,0.02,0.02,0.23,0.5,0.33
19770711,-0.5,-0.31,-0.24,-0.36,0.15,0.22,-0.47,0.13,-0.38,-0.1
19770712,-0.31,-0.33,-0.17,-0.15,-0.03,0.33,0.08,0.11,0,-0.04
19770713,0.08,0.19,0.17,0.08,0.25,-0.05,0.15,0.37,0.24,0.34
19770715,0.9,0.88,1.27,0.36,0.59,0.4,0.45,0.24,0.12,0.48
19770718,0.85,0.78,0.74,0.82,0.99,0.17,0.35,0.44,0.4,0.42
19770719,0.69,1.14,0.57,0.81,0.6,0.64,0.41,0.49,0.49,0
19770720,0.07,0.21,-0.14,-0.06,-0.09,-0.02,-0.12,0.12,-0.09,-0.27
19770721,0.32,-0.01,-0.06,-0.29,-0.16,-0.08,-0.27,-0.14,0.03,0.04
19770722,0.23,0.28,0.24,-0.26,0.04,0.17,-0.1,0.2,0.32,0.29
19770725,-0.9,-0.8,-0.32,-1.08,-0.81,-0.29,-0.56,-0.4,-0.63,-0.44
19770726,-0.54,-0.27,-0.67,-0.59,-0.74,-0.26,-0.31,-0.45,-0.52,-0.78
19770727,-2.24,-1.68,-1.61,-1.61,-1.03,-1.5,-1.18,-1.3,-1.64,-2.38
19770728,-0.29,0.03,-0.09,-0.01,0.21,-0.06,0.1,-0.21,-0.32,0.31
19770729,0.03,0.06,0.33,-0.01,0.1,-0.18,-0.2,-0.03,-0.46,-0.24
19770801,0.47,0.35,0.32,0.24,0.49,0.54,0.34,0.22,0.28,0.19
19770802,-0.9,-0.77,-0.45,-0.64,-0.36,-0.28,-0.61,-0.53,-0.6,-0.84
19770803,-0.04,-0.06,-0.07,-0.18,-0.22,-0.21,-0.34,-0.37,-0.62,-0.5
19770804,1.03,0.72,0.48,0.3,0.23,0.41,0.57,0.18,0.72,1.12
19770805,-0.03,-0.08,-0.07,-0.02,-0.13,0.23,0.08,0.26,0.22,0.31
19770808,-0.69,-0.8,-0.61,-0.48,-0.46,-0.37,-0.72,-0.38,-0.5,-0.58
19770809,0.17,0.4,0.16,-0.06,0.07,-0.13,0.09,-0.08,0.18,-0.05
19770810,1.29,0.94,0.71,0.65,0.53,0.57,0.43,0.19,0.77,0.93
19770811,-0.65,-0.51,-0.48,-0.93,-0.7,-0.4,-0.24,-0.09,-0.07,-0.19
19770812,0.06,-0.4,-0.16,-0.27,-0.36,-0.5,-0.06,-0.64,-0.27,-0.37
19770815,0.89,0.04,0.54,0.18,0.25,-0.12,-0.11,-0.27,-0.05,0.17
19770816,-0.32,-0.09,-0.7,-0.36,-0.31,-0.22,-0.3,-0.29,-0.23,-0.28
19770817,0.62,0.23,0.06,-0.14,-0.23,-0.31,-0.3,-0.34,-0.13,-0.11
19770818,0.28,0.63,0.04,-0.1,-0.06,-0.34,-0.1,-0.32,-0.03,-0.02
19770819,0.32,0.25,0.04,-0.51,-0.41,-0.7,-0.37,-0.38,-0.26,-0.5
19770822,1.19,0.47,0.41,0.09,0.16,-0.31,-0.19,0.03,0.32,0.1
19770823,-0.4,-0.09,-0.27,-0.08,-0.15,0.04,0.01,0,0.21,-0.1
19770824,-0.61,-0.39,-0.6,-0.27,-0.14,-0.14,-0.31,-0.28,-0.27,-0.45
19770825,-1.07,-0.83,-0.75,-1.28,-0.66,-0.89,-0.71,-0.84,-0.88,-1.25
19770826,0.19,-0.08,0.17,0.07,-0.52,-0.11,-0.11,-0.19,-0.45,-0.07
19770829,1.21,0.91,1.05,0.88,0.46,0.53,0.65,0.71,0.58,0.97
19770830,-0.83,-0.5,-0.61,-0.28,-0.45,-0.02,-0.23,-0.32,-0.26,-0.75
19770831,0.51,0.26,0.32,0.52,-0.05,0.17,0.08,0.02,0.08,0.15
19770901,-0.12,0.03,0.09,0.06,0.16,0.2,0.37,0.43,0.72,0.88
19770902,0.75,0.49,0.52,0.8,0.53,0.53,0.85,0.65,0.88,0.76
19770906,0.04,0.18,0.1,0.38,0.29,0.2,0,0.17,0.28,0.09
19770907,0.26,0.23,0.08,0.53,0.28,0.26,0.3,0.32,0.29,0.25
19770908,-1.13,-0.92,-0.63,-0.63,-0.12,-0.46,-0.66,-0.33,-0.58,-0.4
19770909,-1.22,-0.99,-0.91,-0.96,-0.47,-0.87,-0.41,-0.38,-0.7,-0.74
19770912,-0.37,-0.35,-0.29,-0.21,-0.04,-0.3,-0.33,-0.15,-0.37,-0.45
19770913,-0.06,0.15,-0.1,0.22,0.27,-0.21,-0.03,-0.14,-0.04,-0.19
19770914,0.59,0.43,0.47,0.39,0.2,0.24,0.13,0.33,0.38,0.42
19770915,0.08,0.6,0.13,0.59,0.32,0.4,0.11,0.34,0.6,0.41
19770916,-0.73,-0.34,-0.36,-0.53,0.06,0.03,-0.14,-0.03,0.04,0.04
19770919,-0.96,-0.81,-0.64,-0.77,-0.2,-0.22,-0.2,-0.45,-0.5,-0.46
19770920,-0.05,-0.03,0.21,0.19,0.06,-0.09,-0.36,-0.09,0.09,0.17
19770921,-1.28,-0.99,-0.68,-0.74,-0.43,-0.61,-0.25,-0.69,-0.6,-0.83
19770922,0.07,-0.22,-0.17,0.13,-0.14,-0.16,0.05,0.15,0.06,-0.09
19770923,-0.05,-0.33,-0.09,0.03,0.03,0.13,0.37,0.2,0.23,0.14
19770926,0.41,0.17,0.63,0.29,0.15,-0.03,0.05,-0.07,-0.04,-0.02
19770927,-0.29,-0.09,-0.26,0.09,0.02,0.12,-0.25,-0.21,0.04,-0.19
19770928,0.07,0.26,0.02,0.12,0.05,-0.37,-0.07,0.13,0.08,0.14
19770929,0.73,0.52,0.6,0.36,0.53,0.59,0.33,0.47,0.79,0.32
19770930,0.83,0.76,0.57,0.71,0.63,0.91,0.67,0.57,0.77,0.93
19771003,0.26,0.37,0.41,0.22,0.39,0.01,0.39,0.31,0.5,0.17
19771004,-0.86,-0.52,-0.76,-0.52,-0.87,-0.35,-0.38,-0.21,-0.36,-0.47
19771005,-0.31,-0.33,-0.33,-0.36,-0.45,-0.14,-0.6,-0.18,-0.14,-0.16
19771006,0.56,0.47,0.4,0.2,0.35,0.23,0.33,0.5,0.42,0.51
19771007,-0.24,-0.21,-0.15,0.1,0.2,0.29,0.1,0.28,0.34,0.06
19771010,-0.24,-0.31,-0.16,-0.31,-0.04,-0.12,0.08,0.1,-0.01,-0.13
19771011,-1.05,-1.01,-0.86,-0.72,-0.42,-0.32,-0.37,-0.51,-0.79,-0.97
19771012,-1.22,-1.29,-1,-0.8,-0.72,-1.16,-1.15,-1.12,-1.88,-1.88
19771013,-0.66,-0.49,-0.19,-0.74,-0.74,-0.8,-1.06,-1.13,-0.94,-1.3
19771014,0.16,0.1,0.03,0.1,0.05,-0.04,-0.09,-0.22,0.1,0.26
19771017,-0.12,0.2,-0.04,0.02,-0.21,-0.21,-0.25,-0.2,-0.31,-0.35
19771018,-0.16,0.29,-0.28,-0.02,0.09,0.12,0.21,-0.04,0.14,-0.12
19771019,-1.56,-1.28,-0.68,-0.68,-1.47,-0.68,-0.76,-0.85,-0.79,-1.09
19771020,0.37,0.4,0.21,0.3,0.1,-0.11,0.02,0.13,0.32,0.47
19771021,-0.96,-0.24,-0.23,0.1,-0.2,-0.3,0.01,-0.09,0.02,0.24
19771024,-0.76,-0.94,-0.88,-0.57,-0.6,-0.78,-0.67,-0.6,-0.79,-0.97
19771025,-0.26,-0.97,-0.56,-1.08,-0.67,-0.96,-0.78,-1.15,-1.4,-1.46
19771026,1.7,1.54,1,0.22,0.84,1.06,0.69,0.81,0.93,1.04
19771027,0.81,0.45,0.34,0.08,0.14,0.47,0.44,0.13,0.55,0.51
19771028,0.58,0.34,0.04,0.51,0.43,0.44,0.25,0.16,0.59,0.57
19771031,-0.49,-0.48,-0.21,-0.15,-0.05,0.22,-0.03,0.13,0.04,0.06
19771101,-1.49,-1.11,-0.87,-0.92,-0.8,-0.72,-0.64,-0.56,-1.03,-1.18
19771102,-0.89,-0.77,-0.74,-0.52,-0.2,-0.38,-0.49,-0.48,-0.47,-0.4
19771103,0.63,-0.01,0.14,0.09,0.31,0.08,0.08,-0.03,0.18,0.32
19771104,1.17,1.18,0.87,0.69,1,0.96,0.83,1.05,1.16,1.26
19771107,1.18,0.93,0.44,1,0.82,0.43,0.89,0.84,1.15,1.17
19771108,-0.07,0.13,0.03,0.31,0.4,0.24,0.38,0.36,0.44,0.39
19771109,0.07,0.47,0.6,0.53,0.67,0.57,0.53,0.45,1.03,0.78
19771110,2.79,2.02,2.1,1.62,1.72,1.39,1.56,1.78,2.03,1.75
19771111,1.48,1.66,1.47,1.33,1.13,0.98,1.03,1.28,0.89,1.03
19771114,-1.28,-0.48,-0.41,-0.48,-0.32,-0.44,-0.23,0.07,-0.22,-0.16
19771115,0.88,0.85,0.77,0.64,0.55,0.31,0.39,0.57,0.72,0.86
19771116,-0.95,-0.22,-0.53,-0.22,0.01,-0.32,-0.06,-0.02,0.02,-0.02
19771117,-0.31,-0.42,-0.37,-0.36,-0.26,0.1,0.02,-0.05,0.53,0.54
19771118,0.3,0.28,0.12,0.4,0.31,0.26,-0.16,0.45,0.35,0.4
19771121,0.03,-0.19,-0.14,-0.11,-0.11,-0.02,0.14,0.13,-0.07,0.22
19771122,1.23,1.01,0.79,1.39,0.58,0.65,0.63,0.59,0.72,0.71
19771123,0.61,0.93,0.74,0.79,0.27,0.33,0.42,0.41,0.77,0.83
19771125,0.46,0.54,0.47,0.24,0,0.25,0.33,0.31,0.8,0.41
19771128,-0.97,-0.7,-0.27,-0.65,-0.5,-0.47,-0.22,-0.14,-0.28,-0.32
19771129,-2.2,-1.75,-1.45,-1.38,-1.16,-0.93,-1,-0.94,-0.97,-1.06
19771130,0.3,-0.02,0.08,0.06,0.54,0.4,0.32,0.05,0.2,0.42
19771201,-0.05,-0.22,-0.14,0,0.17,0.23,0.2,0.4,0.42,0.87
19771202,-0.15,-0.16,0.05,-0.17,0.08,0.08,0.3,0.43,0.26,0.53
19771205,-0.62,-0.54,-0.29,-0.3,-0.22,-0.38,-0.25,-0.17,-0.17,-0.04
19771206,-2.12,-2.07,-1.59,-1.3,-1.25,-1.12,-1.17,-1.08,-1.35,-1.42
19771207,0.05,-0.22,-0.26,-0.08,-0.14,-0.09,-0.12,-0.14,0.06,0.03
19771208,0.11,0.33,0.21,0.47,0,0,0.13,0.32,0.17,0.31
19771209,1.01,0.85,0.56,0.92,0.53,0.62,0.54,0.53,0.43,0.78
19771212,-0.15,-0.19,0.24,0.15,0.04,0.1,0.04,0.17,0.14,0.12
19771213,-0.07,-0.07,-0.08,0.11,-0.01,-0.41,-0.05,0.03,0.14,0.21
19771214,0.58,0.41,0.51,0.45,0.2,0.11,0.15,0.22,0.22,0.33
19771215,-0.71,-0.08,-0.51,-0.69,-0.23,-0.26,-0.19,-0.13,-0.18,-0.17
19771216,-0.15,-0.24,-0.4,-0.2,-0.04,0.29,0.33,0,0.1,0.23
19771219,-1.1,-0.91,-1.16,-0.24,-0.71,-0.53,-0.55,-0.56,-0.69,-0.78
19771220,-0.47,-0.23,-0.19,-0.16,-0.4,-0.58,-0.38,-0.4,-0.53,-0.8
19771221,1.19,0.72,0.81,0.57,0.46,0.32,0.14,0.36,0.52,0.54
19771222,1.47,0.98,0.78,0.46,0.49,0.57,0.35,0.35,0.46,0.32
19771223,1.32,1.15,0.84,0.82,0.72,0.91,0.6,0.9,0.64,0.77
19771227,-0.37,-0.1,0.18,0.08,-0.11,0.02,0.16,0.11,-0.1,0.07
19771228,-0.3,0.07,-0.11,0.11,0.02,0.29,0.08,0.21,0.09,0.29
19771229,0.44,0.51,0.34,0.34,0.13,0.18,0.1,0.47,0.37,0.38
19771230,0.1,0.29,0.17,0.25,-0.01,0.24,0.3,0.37,0.3,0.48
19780103,-1.15,-1.44,-1.41,-1.27,-1.15,-1.09,-1.05,-1.15,-1.22,-1.53
19780104,-0.03,-0.54,-0.58,-0.02,-0.4,-0.63,-0.54,-0.39,-0.73,-0.72
19780105,-0.88,-0.78,-0.9,-0.69,-0.49,-0.73,-0.28,-0.6,-0.77,-0.69
19780106,-1.24,-1.6,-1.14,-1.52,-0.67,-0.95,-1.27,-1.36,-1.71,-1.78
19780109,-0.9,-1.11,-1.17,-1.18,-0.65,-1.29,-1.37,-1.65,-1.81,-2.04
19780110,0.04,-0.58,-0.8,-0.54,-0.58,-0.83,-0.6,-0.72,-0.98,-0.85
19780111,-0.7,-0.41,-0.57,-0.33,-0.39,-0.48,-0.9,-0.53,-0.56,-0.52
19780112,0.39,0.15,0.29,0.16,0.15,0.02,0.09,0.32,0.32,0.88
19780113,-0.13,-0.06,-0.35,-0.06,-0.01,0.01,0.28,0.25,0.35,0.53
19780116,-0.15,-0.4,-0.42,-0.26,-0.13,-0.42,-0.48,-0.23,-0.5,-0.54
19780117,1.08,0.96,0.73,0.38,0.2,0.36,0.51,0.39,0.6,0.77
19780118,1.15,0.92,0.83,0.57,0.32,0.68,0.65,0.54,0.83,1.12
19780119,-0.49,-0.31,-0.63,-0.5,-0.42,-0.15,0.04,-0.17,0.21,0.18
19780120,-0.51,-0.23,-0.22,-0.14,-0.29,-0.07,-0.02,-0.12,-0.08,0.1
19780123,-1.1,-0.77,-0.25,-0.93,-0.49,-0.39,-0.66,-0.74,-0.41,-0.6
19780124,0.25,0.38,-0.13,-0.25,0.11,0.03,0.18,0.02,0.19,0.26
19780125,0.19,0.18,0.19,0.13,0.21,0.13,0.11,0.32,0.19,0.23
19780126,-1.41,-0.95,-0.58,-0.83,-0.69,-0.55,-0.64,-0.72,-0.85,-0.38
19780127,0.19,-0.05,0.28,-0.13,-0.03,-0.27,-0.03,-0.18,0.21,0.11
19780130,0.82,0.81,1.09,0.97,0.75,0.56,0.53,0.52,0.4,0.82
19780131,-0.94,-0.33,0.3,-0.04,-0.15,0.03,0.11,0.07,0.02,0.08
19780201,0.66,0.81,0.94,1.02,0.7,0.7,0.68,0.61,0.98,0.94
19780202,-0.2,0.64,0.66,0.28,0.15,0.59,0.19,0.76,0.4,0.49
19780203,-0.88,-0.33,-0.87,-0.15,-0.1,-0.03,-0.2,0.04,0.06,0.43
19780206,-0.07,0,0.26,0.01,-0.1,0.01,0,-0.07,-0.03,0.21
19780207,1.12,1.02,1.21,0.58,0.57,0.53,0.76,0.49,0.57,0.69
19780208,0.65,0.78,0.56,0.67,0.66,0.24,0.68,0.21,0.43,0.3
19780209,-0.62,-0.59,-0.34,-0.26,-0.39,-0.29,-0.29,-0.17,-0.1,0.22
19780210,-0.47,-0.29,0.02,-0.2,-0.05,-0.22,-0.04,0.07,0.26,0.25
19780213,-0.46,-0.37,-0.35,-0.11,-0.06,-0.27,-0.23,-0.16,-0.26,-0.26
19780214,-1.24,-0.71,-0.86,-0.89,-0.77,-0.55,-0.63,-0.55,-0.57,-0.6
19780215,-0.27,-0.19,-0.37,-0.01,-0.52,-0.11,-0.21,-0.36,-0.17,-0.32
19780216,-1.3,-1.19,-0.85,-0.77,-0.67,-0.42,-0.53,-0.62,-0.4,-0.5
19780217,-0.18,-0.15,-0.14,-0.04,0.16,-0.25,-0.11,-0.07,0.06,0.22
19780221,-0.49,-0.53,-0.44,-0.29,-0.31,-0.32,-0.34,-0.26,-0.3,-0.27
19780222,0.23,0.17,0.06,0.15,-0.04,0.07,-0.06,0.23,0.21,-0.14
19780223,0.42,0.03,0.39,0.18,0.26,-0.12,0.03,0.16,0.21,0.32
19780224,0.88,1.06,0.78,0.95,0.51,1,0.96,0.8,1.03,1.01
19780227,-1.25,-0.73,-0.77,-0.69,-0.36,-0.49,-0.35,-0.52,-0.26,-0.72
19780228,-0.87,-1.08,-1.04,-0.23,-0.8,-0.78,-0.76,-0.56,-0.65,-0.65
19780301,-0.02,0.13,0.39,0.05,0.11,-0.09,0.12,0.27,0.08,0.09
19780302,0.22,0.63,0.21,0.39,-0.3,0.28,0.11,0.13,0.52,0.65
19780303,0.21,0.57,0.18,0.36,-0.42,0.23,0.22,0.25,0.34,0.27
19780306,-0.78,-0.67,-0.49,-0.77,-0.33,-0.41,-0.44,-0.04,-0.23,-0.5
19780307,0.9,0.46,0.23,0.86,0.36,0.39,0.5,0.57,0.27,0.45
19780308,0.6,0.57,0.44,0.64,0.29,0.52,0.5,0.48,0.63,0.53
19780309,0.18,0.31,0.15,-0.01,0.35,0.16,0.31,0.25,0.45,0.44
19780310,1.24,1.14,1.44,0.67,1.02,1.14,0.98,0.75,0.87,0.89
19780313,-0.06,0.14,0.56,-0.33,0.13,0.25,0.25,0.29,0.3,0.02
19780314,0.58,0.26,0.39,0.79,0.25,0.49,0.19,0.39,0.12,0.34
19780315,-0.65,-0.2,-0.21,-0.41,0.1,-0.12,0,0.11,0.28,0.22
19780316,0.81,0.24,0.37,0.54,0.43,0.25,0.3,0.43,0.59,0.89
19780317,1.01,0.89,0.87,0.77,0.65,0.67,0.38,0.84,0.58,0.73
19780320,0.93,0.8,0.85,0.35,0.58,0.56,0.45,0.5,0.51,0.37
19780321,-1.17,-1.86,-1.05,-1.19,-0.55,-0.74,-0.36,-0.4,-0.49,-0.77
19780322,-0.6,-0.32,-0.26,-0.13,-0.32,-0.47,0.05,0.09,0.03,0.03
19780323,-0.06,0.11,0.01,-0.22,-0.16,-0.08,0.06,0.14,0.23,0.36
19780327,-0.6,-0.57,-0.43,-0.44,-0.42,-0.24,-0.33,-0.17,-0.12,-0.24
19780328,1.01,0.59,0.8,0.61,0.52,0.54,0.51,0.44,0.78,0.91
19780329,0.53,0.08,0.05,0.21,0.14,0.09,0.25,0.46,0.62,0.51
19780330,-0.44,-0.19,-0.32,-0.21,-0.15,0.04,-0.02,-0.27,-0.28,-0.11
19780331,-0.12,-0.26,-0.15,-0.49,-0.18,-0.16,-0.06,-0.17,0.08,-0.23
19780403,-1.08,-0.9,-0.71,-0.6,-0.55,-0.57,-0.44,-0.67,-0.85,-0.58
19780404,0.53,0.36,0.55,0.21,0.39,0.3,0.26,0.48,0.52,0.7
19780405,1.24,0.99,0.99,0.93,0.52,0.48,0.6,0.8,0.79,1.19
19780406,0.06,0.31,0.18,0.33,0.15,0.24,0.31,0.46,0.59,0.54
19780407,0.71,0.79,0.36,0.27,0.38,0.16,0.46,0.93,1.29,0.41
19780410,0.44,0.48,0.32,0.43,0.1,0.48,0.35,0.41,0.08,0.31
19780411,-0.15,-0.33,-0.31,-0.27,-0.11,-0.16,-0.07,0.04,-0.04,0.02
19780412,-0.35,-0.11,-0.43,0.1,0.08,0.03,0.26,0.43,0.49,0.43
19780413,1.37,1.48,1.21,0.99,0.83,0.54,0.58,0.71,0.96,1.06
19780414,2.6,2.68,2.34,1.85,2.01,1.02,1.09,1.43,1.23,1.47
19780417,2.34,1.97,1.87,1.21,1.58,0.97,0.82,0.67,0.58,0.27
19780418,-1.19,-1.18,-0.75,-1.2,-1.09,-1.12,-0.63,-0.83,-0.71,-0.96
19780419,0.92,0.22,0.35,0.18,0.24,0.27,0.46,0.46,0.35,0.91
19780420,0.91,0.76,0.69,0.77,0.68,0.79,0.61,0.84,0.56,0.96
19780421,-0.18,-0.37,-0.12,0.03,-0.16,-0.08,-0.03,0.19,0.15,0.42
19780424,2.22,1.55,1.51,1.01,0.96,0.88,1.37,0.7,0.98,1.05
19780425,0.92,1.03,1.05,0.82,0.46,0.81,0.65,0.93,0.68,0.31
19780426,0.33,0.39,0.15,0.34,-0.1,0.28,-0.07,0.18,0.18,0.19
19780427,-1.41,-0.85,-1.02,-0.99,-0.7,-0.56,-0.74,-0.31,-0.45,-0.38
19780428,1.29,0.61,0.9,0.89,0.68,0.92,1.07,0.62,0.78,1.28
19780501,0.68,0.81,0.96,0.86,0.79,0.98,0.7,0.61,1.24,1.22
19780502,-0.91,-0.23,-0.15,-0.28,-0.26,-0.27,-0.04,0.12,0.21,0.12
19780503,-1.21,-1.17,-1.04,-0.5,-0.69,-0.48,-0.2,-0.12,0.34,0.02
19780504,0.11,-0.11,-0.05,-0.1,-0.68,0.06,0.12,0.2,0.53,0.68
19780505,1.05,0.45,1.07,0.36,0.6,0.41,0.62,1.09,0.99,1.26
19780508,-0.31,-0.22,-0.11,-0.48,-0.3,-0.03,-0.25,-0.19,-0.24,0.3
19780509,-0.22,-0.15,-0.18,-0.08,-0.22,-0.34,-0.09,0.04,0.15,0.03
19780510,0.01,-0.05,0.08,0.04,0.06,-0.04,0.53,0.26,0.49,0.64
19780511,1.88,1.4,1.38,0.81,0.51,0.93,1.23,0.97,0.97,1.13
19780512,1.21,1.22,1.03,0.38,0.2,0.99,1.5,1.16,0.86,0.79
19780515,0.87,0.75,0.69,0.73,0.42,0.13,0.74,0.36,0.32,0.59
19780516,1.14,0.94,0.64,0.39,0.41,0.96,0.46,0.84,0.68,0.8
19780517,0.89,0.31,0.35,0.2,-0.11,0.06,0.25,0.64,0.32,0.78
19780518,-1.18,-0.78,-1.02,-0.4,-0.69,-0.67,-0.77,-0.67,-0.63,-0.38
19780519,-0.2,-0.4,-0.33,-0.16,-0.63,-0.54,-0.66,-0.7,-0.42,-0.17
19780522,1.34,0.56,1.01,0.67,0.95,0.72,0.83,0.5,0.82,0.93
19780523,-0.93,-0.88,-0.69,-1,-0.8,-0.54,-0.9,-0.83,-0.67,-1.17
19780524,-1.21,-1.21,-0.98,-0.72,-0.55,-1.18,-0.98,-1.13,-1.1,-1.15
19780525,-0.35,0.09,-0.29,-0.14,-0.25,-0.2,-0.19,0.06,-0.13,0.25
19780526,-0.35,-0.39,-0.36,-0.04,-0.14,-0.04,-0.24,0.21,0.2,0.39
19780530,0.2,0.46,0.06,0.15,0.03,0.35,0.52,0.36,0.24,0.63
19780531,0.46,0.28,0.63,0.39,0.15,0.58,0.66,0.84,0.48,0.49
19780601,-0.29,0.07,0.19,0.43,0.12,0.12,0.04,0.12,0.03,0.36
19780602,0.44,0.55,0.46,0.57,1.09,1.14,1,0.65,0.96,1.05
19780605,1.83,1.57,1.25,1.25,1.76,1.91,2.17,1.61,1.19,1.69
19780606,0,0.57,0.29,0.36,0.4,0.63,0.82,0.87,0.87,0.55
19780607,-0.29,-0.29,0.05,-0.04,-0.24,-0.2,-0.08,0.06,0.27,0.2
19780608,-0.27,0.08,0.12,0.12,0.3,0.31,0.7,0.38,0.68,0.83
19780609,-0.27,-0.28,-0.14,-0.32,0.03,-0.37,0.02,0.13,0.34,0.37
19780612,-0.63,-0.17,-0.16,-0.05,-0.31,-0.48,-0.28,-0.14,-0.46,0.17
19780613,-0.32,0.35,-0.02,0.44,-0.06,-0.22,-0.07,0.14,0.31,0.2
19780614,-0.08,0.11,-0.21,-0.25,0.03,-0.37,0.38,0.28,0.2,0.47
19780615,-1.08,-0.76,-1.13,-0.97,-0.81,-0.94,-1.08,-0.86,-0.79,-0.84
19780616,-0.87,-0.94,-0.83,-0.61,-0.62,-1.16,-1.08,-0.74,-0.88,-0.73
19780619,-0.26,-0.22,0.03,0.22,-0.44,-0.1,-0.34,-0.45,-0.17,-0.69
19780620,-1.03,-0.74,-1,-0.99,-0.98,-0.82,-0.83,-0.7,-0.91,-1.14
19780621,-0.79,-0.41,-0.53,-0.31,-0.58,-0.7,-0.96,-0.94,-1.39,-1.03
19780622,0.6,0.09,0.31,-0.1,-0.02,0.54,0.23,0.57,0.54,0.48
19780623,-0.32,-0.16,-0.48,-0.45,-0.56,-0.14,-0.21,0.46,-0.23,0.4
19780626,-1.57,-1.14,-0.83,-1,-1.1,-1.25,-1.5,-1.72,-1.98,-1.63
19780627,0.27,0.22,0.46,0.22,0.34,0.56,0.07,-0.04,-0.1,-0.25
19780628,0.61,0.51,0.11,0.31,0.32,0.42,0.33,0.54,0.69,0.6
19780629,0.1,0.32,0.4,-0.1,0.13,0.16,0.19,0.74,0.42,0.7
19780630,-0.13,0.11,-0.19,-0.3,0.24,-0.05,0.06,0.19,-0.24,0.32
19780703,-0.41,-0.23,-0.34,-0.32,-0.24,-0.23,-0.23,-0.2,-0.57,-0.04
19780705,-1.47,-0.88,-0.8,-0.62,-0.86,-0.81,-0.84,-0.97,-0.78,-0.82
19780706,0.23,-0.09,0.01,-0.17,0.02,0.22,0.05,0.03,-0.28,0.17
19780707,0.73,0.49,0.44,0.59,0.22,0.79,0.76,0.97,0.63,0.99
19780710,-0.18,-0.02,0.55,0.09,0.51,0.75,0.54,0.72,0.79,0.77
19780711,0.65,1.2,0.82,0.21,0.56,0.36,0.69,0.77,0.59,0.5
19780712,0.55,0.21,0.55,0.3,0.26,0.33,-0.01,0.45,0.73,0.9
19780713,-0.12,-0.02,-0.09,0.26,-0.06,-0.17,0.2,0.02,0.16,0.65
19780714,1.16,0.59,1.2,1.48,1.27,1.53,1.22,1.44,1.31,1.76
19780717,0.28,0.18,0.02,0.05,0.43,0.51,0.43,0.56,0.41,0.14
19780718,-1.18,-0.52,-0.9,-0.51,-1.02,-0.73,-0.56,-0.65,-0.36,-0.59
19780719,1.26,0.85,1.17,1.24,0.95,0.93,0.96,1.02,1.19,1.45
19780720,-0.08,-0.07,-0.11,-0.06,-0.08,0.19,0.4,0.02,0.38,0.18
19780721,-0.46,0.09,-0.39,-0.14,-0.28,-0.62,-0.57,-0.29,-0.17,-0.42
19780724,-0.37,-0.49,0.32,-0.03,-0.06,0.09,-0.05,0.15,-0.13,-0.01
